0.0011610984802246094;4055
0.0008838176727294922;3995
0.0010199546813964844;4013
0.0008249282836914062;4055
0.0008192062377929688;4019
0.0008776187896728516;4186
0.0008189678192138672;4186
0.000804901123046875;4089
0.0008060932159423828;4023
0.0008330345153808594;3995
0.00011491775512695312;402
9.226799011230469e-05;402
9.298324584960938e-05;433
0.00010967254638671875;421
0.00011706352233886719;415
9.083747863769531e-05;455
0.00010895729064941406;402
9.489059448242188e-05;443
9.894371032714844e-05;402
8.96453857421875e-05;402
0.00044417381286621094;2046
0.0005640983581542969;2026
0.00041604042053222656;2040
0.000392913818359375;2010
0.0004699230194091797;2008
0.00044417381286621094;2086
0.0004169940948486328;2064
0.00047588348388671875;2046
0.00041675567626953125;2016
0.00047707557678222656;2068
2.4080276489257812e-05;10
2.2172927856445312e-05;10
2.384185791015625e-05;10
3.0994415283203125e-05;10
2.9802322387695312e-05;10
2.7894973754882812e-05;10
3.2901763916015625e-05;10
2.47955322265625e-05;10
2.3126602172851562e-05;10
3.0994415283203125e-05;10
3.1948089599609375e-05;100
2.288818359375e-05;96
2.3126602172851562e-05;96
2.47955322265625e-05;100
2.47955322265625e-05;97
2.6226043701171875e-05;95
2.6226043701171875e-05;98
2.5272369384765625e-05;98
2.4080276489257812e-05;94
3.0040740966796875e-05;98
2.4080276489257812e-05;906
2.7894973754882812e-05;996
2.7894973754882812e-05;991
2.9087066650390625e-05;904
2.9325485229492188e-05;928
2.9087066650390625e-05;985
2.6941299438476562e-05;944
4.887580871582031e-05;972
2.7894973754882812e-05;889
3.314018249511719e-05;913
9.608268737792969e-05;10
0.00010704994201660156;10
9.799003601074219e-05;14
9.202957153320312e-05;21
0.00010704994201660156;31
0.00012183189392089844;30
0.00011992454528808594;37
0.0001232624053955078;42
0.00010085105895996094;54
8.7738037109375e-05;55
0.00012302398681640625;106
9.012222290039062e-05;106
0.0001251697540283203;146
9.489059448242188e-05;183
0.00011491775512695312;267
0.0001220703125;309
0.0001239776611328125;346
0.00012493133544921875;442
0.00016307830810546875;454
0.00018095970153808594;524
0.00012683868408203125;1000
9.989738464355469e-05;1089
0.00011301040649414062;1551
9.870529174804688e-05;2077
9.989738464355469e-05;2220
0.00016498565673828125;3034
0.00017189979553222656;3269
0.00010013580322265625;3733
0.000125885009765625;4731
0.00010800361633300781;5232
0.0013632774353027344;53
0.0007951259613037109;110
0.000865936279296875;162
0.0007700920104980469;217
0.0008499622344970703;274
0.0007627010345458984;323
0.0007598400115966797;378
0.0007338523864746094;444
0.0007822513580322266;493
0.0009810924530029297;556
0.0010030269622802734;495
0.0012059211730957031;1026
0.001104116439819336;1487
0.0009739398956298828;2003
0.001280069351196289;2563
0.001013040542602539;3063
0.000985860824584961;3430
0.000926971435546875;4079
0.0008990764617919922;4524
0.0012009143829345703;5120
0.000965118408203125;4959
0.0011179447174072266;9947
0.0008032321929931641;14446
0.0010209083557128906;20305
0.0008740425109863281;24861
0.0008270740509033203;29881
0.0008502006530761719;33968
0.0008401870727539062;38203
0.0008897781372070312;45352
0.0009188652038574219;49096
3.075599670410156e-05;10
3.409385681152344e-05;10
2.8848648071289062e-05;10
3.790855407714844e-05;10
3.790855407714844e-05;10
3.0994415283203125e-05;10
3.0994415283203125e-05;10
3.790855407714844e-05;10
3.0040740966796875e-05;10
3.409385681152344e-05;10
9.226799011230469e-05;100
3.4809112548828125e-05;98
4.1961669921875e-05;100
3.1948089599609375e-05;100
3.1948089599609375e-05;100
6.413459777832031e-05;95
3.2901763916015625e-05;98
5.412101745605469e-05;99
5.316734313964844e-05;114
5.2928924560546875e-05;105
3.695487976074219e-05;970
3.933906555175781e-05;998
3.886222839355469e-05;997
3.2901763916015625e-05;934
3.719329833984375e-05;928
3.123283386230469e-05;993
3.790855407714844e-05;983
3.314018249511719e-05;977
5.412101745605469e-05;994
3.0994415283203125e-05;1040
0.00019502639770507812;10
0.00016379356384277344;20
0.00016999244689941406;31
0.000164031982421875;45
0.00022912025451660156;53
0.00017714500427246094;63
0.00017213821411132812;72
0.00015997886657714844;85
0.0001850128173828125;103
0.0001952648162841797;111
0.00016617774963378906;100
0.00019598007202148438;202
0.0001652240753173828;297
0.00017881393432617188;424
0.00016999244689941406;523
0.00027489662170410156;598
0.00017309188842773438;695
0.00017881393432617188;849
0.00018715858459472656;868
0.00030493736267089844;1053
0.00018596649169921875;1000
0.0001709461212158203;2133
0.0003228187561035156;4203
0.0002110004425048828;4014
0.0001747608184814453;4822
0.0001780986785888672;5847
0.00021505355834960938;6917
0.0002551078796386719;7674
0.00017786026000976562;9309
0.000213623046875;9664
0.0015170574188232422;107
0.0018851757049560547;220
0.0016918182373046875;328
0.0016238689422607422;439
0.0015537738800048828;547
0.001558065414428711;654
0.002132892608642578;884
0.0020682811737060547;874
0.0020122528076171875;969
0.0019352436065673828;1106
0.0016200542449951172;993
0.001667022705078125;2026
0.002466917037963867;2971
0.0017087459564208984;4000
0.002051830291748047;5063
0.0017769336700439453;6065
0.0017390251159667969;6876
0.0017499923706054688;8165
0.0022430419921875;9236
0.0016148090362548828;10237
0.0017249584197998047;9910
0.0021009445190429688;19754
0.0018918514251708984;29249
0.0023012161254882812;39800
0.0025260448455810547;50013
0.0028269290924072266;59651
0.0017108917236328125;69785
0.0021338462829589844;78311
0.002053976058959961;90128
0.0021839141845703125;99288
7.104873657226562e-05;10
5.7220458984375e-05;10
5.078315734863281e-05;10
5.91278076171875e-05;10
6.198883056640625e-05;13
5.1975250244140625e-05;14
4.982948303222656e-05;15
6.222724914550781e-05;21
5.984306335449219e-05;28
5.4836273193359375e-05;26
5.7220458984375e-05;100
5.6743621826171875e-05;99
6.175041198730469e-05;100
6.890296936035156e-05;100
6.508827209472656e-05;129
7.295608520507812e-05;161
5.817413330078125e-05;178
7.295608520507812e-05;213
7.224082946777344e-05;261
6.198883056640625e-05;244
5.2928924560546875e-05;974
5.1021575927734375e-05;998
6.103515625e-05;976
5.316734313964844e-05;997
5.91278076171875e-05;996
8.082389831542969e-05;1409
5.1975250244140625e-05;1850
6.604194641113281e-05;1923
5.507469177246094e-05;2393
7.390975952148438e-05;2435
0.0005350112915039062;26
0.00038623809814453125;55
0.0005538463592529297;81
0.0004038810729980469;112
0.000415802001953125;134
0.0004029273986816406;162
0.0004620552062988281;181
0.0008649826049804688;221
0.0003972053527832031;246
0.0007040500640869141;274
0.00043010711669921875;247
0.0004353523254394531;509
0.00047016143798828125;709
0.0004341602325439453;1004
0.0004208087921142578;1266
0.0005218982696533203;1532
0.0004138946533203125;1695
0.0006849765777587891;2104
0.00042819976806640625;2224
0.0005269050598144531;2582
0.00044608116149902344;2522
0.0004279613494873047;5113
0.00046372413635253906;7181
0.000446319580078125;9987
0.0004360675811767578;12095
0.00043487548828125;14575
0.00044989585876464844;16884
0.0004401206970214844;18837
0.00042700767517089844;22264
0.0004341602325439453;24200
